DEPTH,GR,NPHI,RHOB,RT,WELL
METERS,GAPI,V/V,G/C3,OHMM,
5828.5,,,,,
5829,,,,,
5829.5,,,,,
5830,,,,,
5830.5,,,,,
5831,,,,,
5831.5,,,,,
5832,,,,,
5832.5,,,,,
5833,,,,,
5833.5,,,,,
5834,,,,,
5834.5,,,,,
5835,,,,,
5835.5,,,,,
5836,,,,,
5836.5,,,,,
5837,,,,,
5837.5,,,,,
5838,,,,,
5838.5,,,,,
5839,,,,,
5839.5,,,,,
5840,,,,,
5840.5,,,,,
5841,,,,,
5841.5,,,,,
5842,,,,,
5842.5,,,,,
5843,,,,,
5843.5,,,,,
5844,,,,,
5844.5,,,,,
5845,,,,,
5845.5,,,,,
5846,,,,,
5846.5,,,,,
5847,,,,,
5847.5,,,,,
5848,,,,,
5848.5,,,,,
5849,,,,,
5849.5,,,,,
5850,,,,,
5850.5,,,,,
5851,,,,,
5851.5,,,,,
5852,,,,,
5852.5,,,,,
5853,,,,,
5853.5,,,,,
5854,,,,,
5854.5,,,,,
5855,,,,,
5855.5,,,,,
5856,,,,,
5856.5,,,,,
5857,,,,,
5857.5,,,,,
5858,,,,,
5858.5,,,,,
5859,,,,,
5859.5,,,,,
5860,,,,,
5860.5,,,,,
5861,,,,,
5861.5,,,,,
5862,,,,,
5862.5,,,,,
5863,,,,,
5863.5,,,,,
5864,,,,,
5864.5,,,,,
5865,,,,,
5865.5,,,,,
5866,,,,,
5866.5,,,,,
5867,,,,,
5867.5,,,,,
5868,,,,,
5868.5,,,,,
5869,,,,,
5869.5,,,,,
5870,,,,,
5870.5,,,,,
5871,,,,,
5871.5,,,,,
5872,,,,,
5872.5,,,,,
5873,,,,,
5873.5,,,,,
5874,,,,,
5874.5,,,,,
5875,,,,,
5875.5,,,,,
5876,,,,,
5876.5,,,,,
5877,,,,,
5877.5,,,,,
5878,,,,,
5878.5,,,,,
5879,,,,,
5879.5,,,,,
5880,,,,,
5880.5,,,,,
5881,,,,,
5881.5,,,,,
5882,,,,,
5882.5,,,,,
5883,,,,,
5883.5,,,,,
5884,,,,,
5884.5,,,,,
5885,,,,,
5885.5,,,,,
5886,,,,,
5886.5,,,,,
5887,,,,,
5887.5,,,,,
5888,,,,,
5888.5,,,,,
5889,,,,,
5889.5,,,,,
5890,,,,,
5890.5,,,,,
5891,,,,,
5891.5,,,,,
5892,,,,,
5892.5,,,,,
5893,,,,,
5893.5,,,,,
5894,,,,,
5894.5,,,,,
5895,,,,,
5895.5,,,,,
5896,,,,,
5896.5,,,,,
5897,,,,,
5897.5,,,,,
5898,,,,,
5898.5,,,,,
5899,,,,,
5899.5,,,,,
5900,,,,,
5900.5,,,,,
5901,,,,,
5901.5,,,,,
5902,,,,,
5902.5,,,,,
5903,,,,,
5903.5,,,,,
5904,,,,,
5904.5,,,,,
5905,,,,,
5905.5,,,,,
5906,,,,,
5906.5,,,,,
5907,,,,,
5907.5,,,,,
5908,,,,,
5908.5,,,,,
5909,,,,,
5909.5,,,,,
5910,,,,,
5910.5,,,,,
5911,,,,,
5911.5,,,,,
5912,,,,,
5912.5,,,,,
5913,,,,,
5913.5,,,,,
5914,,,,,
5914.5,,,,,
5915,,,,,
5915.5,,,,,
5916,,,,,
5916.5,,,,,
5917,,,,,
5917.5,,,,,
5918,,,,,
5918.5,,,,,
5919,,,,,
5919.5,,,,,
5920,,,,,
5920.5,,,,,
5921,,,,,
5921.5,,,,,
5922,,,,,
5922.5,,,,,
5923,,,,,
5923.5,,,,,
5924,,,,,
5924.5,,,,,
5925,,,,,
5925.5,,,,,
5926,,,,,
5926.5,,,,,
5927,,,,,
5927.5,,,,,
5928,,,,,
5928.5,,,,,
5929,,,,,
5929.5,,,,,
5930,,,,,
5930.5,,,,,
5931,,,,,
5931.5,,,,,
5932,,,,,
5932.5,,,,,
5933,,,,,
5933.5,,,,,
5934,,,,,
5934.5,,,,,
5935,,,,,
5935.5,,,,,
5936,,,,,
5936.5,,,,,
5937,,,,,
5937.5,,,,,
5938,,,,,
5938.5,,,,,
5939,,,,,
5939.5,,,,,
5940,,,,,
5940.5,,,,,
5941,,,,,
5941.5,,,,,
5942,,,,,
5942.5,,,,,
5943,,,,,
5943.5,,,,,
5944,,,,,
5944.5,,,,,
5945,,,,,
5945.5,,,,,
5946,,,,,
5946.5,,,,,
5947,,,,,
5947.5,,,,,
5948,,,,,
5948.5,,,,,
5949,,,,,
5949.5,,,,,
5950,,,,,
5950.5,,,,,
5951,,,,,
5951.5,,,,,
5952,,,,,
5952.5,,,,,
5953,,,,,
5953.5,,,,,
5954,,,,,
5954.5,,,,,
5955,,,,,
5955.5,,,,,
5956,,,,,
5956.5,,,,,
5957,,,,,
5957.5,,,,,
5958,,,,,
5958.5,,,,,
5959,,,,,
5959.5,,,,,
5960,,,,,
5960.5,,,,,
5961,,,,,
5961.5,,,,,
5962,,,,,
5962.5,,,,,
5963,,,,,
5963.5,,,,,
5964,,,,,
5964.5,,,,,
5965,,,,,
5965.5,,,,,
5966,,,,,
5966.5,,,,,
5967,,,,,
5967.5,,,,,
5968,,,,,
5968.5,,,,,
5969,,,,,
5969.5,,,,,
5970,,,,,
5970.5,,,,,
5971,,,,,
5971.5,,,,,
5972,,,,,
5972.5,,,,,
5973,,,,,
5973.5,,,,,
5974,,,,,
5974.5,,,,,
5975,,,,,
5975.5,,,,,
5976,,,,,
5976.5,,,,,
5977,,,,,
5977.5,,,,,
5978,,,,,
5978.5,,,,,
5979,,,,,
5979.5,,,,,
5980,,,,,
5980.5,,,,,
5981,,,,,
5981.5,,,,,
5982,,,,,
5982.5,,,,,
5983,,,,,
5983.5,,,,,
5984,,,,,
5984.5,,,,,
5985,,,,,
5985.5,,,,,
5986,,,,,
5986.5,,,,,
5987,,,,,
5987.5,,,,,
5988,,,,,
5988.5,,,,,
5989,,,,,
5989.5,,,,,
5990,,,,,
5990.5,,,,,
5991,,,,,
5991.5,,,,,
5992,,,,,
5992.5,,,,,
5993,,,,,
5993.5,,,,,
5994,,,,,
5994.5,,,,,
5995,,,,,
5995.5,,,,,
5996,,,,,
5996.5,,,,,
5997,,,,,
5997.5,,,,,
5998,,,,,
5998.5,,,,,
5999,,,,,
5999.5,,,,,
6000,,,,,
6000.5,,,,,
6001,,,,,
6001.5,,,,,
6002,,,,,
6002.5,,,,,
6003,,,,,
6003.5,,,,,
6004,,,,,
6004.5,,,,,
6005,,,,,
6005.5,,,,,
6006,,,,,
6006.5,,,,,
6007,,,,,
6007.5,,,,,
6008,,,,,
6008.5,,,,,
6009,,,,,
6009.5,,,,,
6010,,,,,
6010.5,,,,,
6011,,,,,
6011.5,,,,,
6012,,,,,
6012.5,,,,,
6013,,,,,
6013.5,,,,,
6014,,,,,
6014.5,,,,,
6015,,,,,
6015.5,,,,,
6016,,,,,
6016.5,,,,,
6017,,,,,
6017.5,,,,,
6018,,,,,
6018.5,,,,,
6019,,,,,
6019.5,,,,,
6020,,,,,
6020.5,,,,,
6021,,,,,
6021.5,,,,,
6022,,,,,
6022.5,,,,,
6023,,,,,
6023.5,,,,,
6024,,,,,
6024.5,,,,,
6025,,,,,
6025.5,,,,,
6026,,,,,
6026.5,,,,,
6027,,,,,
6027.5,,,,,
6028,,,,,
6028.5,,,,,
6029,,,,,
6029.5,,,,,
6030,,,,,
6030.5,,,,,
6031,,,,,
6031.5,,,,,
6032,,,,,
6032.5,,,,,
6033,,,,,
6033.5,,,,,
6034,,,,,
6034.5,,,,,
6035,,,,,
6035.5,,,,,
6036,,,,,
6036.5,,,,,
6037,,,,,
6037.5,,,,,
6038,,,,,
6038.5,,,,,
6039,,,,,
6039.5,,,,,
6040,,,,,
6040.5,,,,,
6041,,,,,
6041.5,,,,,
6042,,,,,
6042.5,,,,,
6043,,,,,
6043.5,,,,,
6044,,,,,
6044.5,,,,,
6045,,,,,
6045.5,,,,,
6046,,,,,
6046.5,,,,,
6047,,,,,
6047.5,,,,,
6048,,,,,
6048.5,,,,,
6049,,,,,
6049.5,,,,,
6050,,,,,
6050.5,,,,,
6051,,,,,
6051.5,,,,,
6052,,,,,
6052.5,,,,,
6053,,,,,
6053.5,,,,,
6054,,,,,
6054.5,,,,,
6055,,,,,
6055.5,,,,,
6056,,,,,
6056.5,,,,,
6057,,,,,
6057.5,,,,,
6058,,,,,
6058.5,,,,,
6059,,,,,
6059.5,,,,,
6060,,,,,
6060.5,,,,,
6061,,,,,
6061.5,,,,,
6062,,,,,
6062.5,,,,,
6063,,,,,
6063.5,,,,,
6064,,,,,
6064.5,,,,,
6065,,,,,
6065.5,,,,,
6066,,,,,
6066.5,,,,,
6067,,,,,
6067.5,,,,,
6068,,,,,
6068.5,,,,,
6069,,,,,
6069.5,,,,,
6070,,,,,
6070.5,,,,,
6071,,,,,
6071.5,,,,,
6072,,,,,
6072.5,,,,,
6073,,,,,
6073.5,,,,,
6074,,,,,
6074.5,,,,,
6075,,,,,
6075.5,,,,,
6076,,,,,
6076.5,,,,,
6077,,,,,
6077.5,,,,,
6078,,,,,
6078.5,,,,,
6079,,,,,
6079.5,,,,,
6080,,,,,
6080.5,,,,,
6081,,,,,
6081.5,,,,,
6082,,,,,
6082.5,,,,,
6083,,,,,
6083.5,,,,,
6084,,,,,
6084.5,,,,,
6085,,,,,
6085.5,,,,,
6086,,,,,
6086.5,,,,,
6087,,,,,
6087.5,,,,,
6088,,,,,
6088.5,,,,,
6089,,,,,
6089.5,,,,,
6090,,,,,
6090.5,,,,,
6091,,,,,
6091.5,,,,,
6092,,,,,
6092.5,,,,,
6093,,,,,
6093.5,,,,,
6094,,,,,
6094.5,,,,,
6095,,,,,
6095.5,,,,,
6096,,,,,
6096.5,,,,,
6097,,,,,
6097.5,,,,,
6098,,,,,
6098.5,,,,,
6099,,,,,
6099.5,,,,,
6100,,,,,
6100.5,,,,,
6101,,,,,
6101.5,,,,,
6102,,,,,
6102.5,,,,,
6103,,,,,
6103.5,,,,,
6104,,,,,
6104.5,,,,,
6105,,,,,
6105.5,,,,,
6106,,,,,
6106.5,,,,,
6107,,,,,
6107.5,,,,,
6108,,,,,
6108.5,,,,,
6109,,,,,
6109.5,,,,,
6110,,,,,
6110.5,,,,,
6111,,,,,
6111.5,,,,,
6112,,,,,
6112.5,,,,,
6113,,,,,
6113.5,,,,,
6114,,,,,
6114.5,,,,,
6115,,,,,
6115.5,,,,,
6116,,,,,
6116.5,,,,,
6117,,,,,
6117.5,,,,,
6118,,,,,
6118.5,,,,,
6119,,,,,
6119.5,,,,,
6120,,,,,
6120.5,,,,,
6121,,,,,
6121.5,,,,,
6122,,,,,
6122.5,,,,,
6123,,,,,
6123.5,,,,,
6124,,,,,
6124.5,,,,,
6125,,,,,
6125.5,,,,,
6126,,,,,
6126.5,,,,,
6127,,,,,
6127.5,,,,,
6128,,,,,
6128.5,,,,,
6129,,,,,
6129.5,,,,,
6130,,,,,
6130.5,,,,,
6131,,,,,
6131.5,,,,,
6132,,,,,
6132.5,,,,,
6133,,,,,
6133.5,,,,,
6134,,,,,
6134.5,,,,,
6135,,,,,
6135.5,,,,,
6136,,,,,
6136.5,,,,,
6137,,,,,
6137.5,,,,,
6138,,,,,
6138.5,,,,,
6139,,,,,
6139.5,,,,,
6140,,,,,
6140.5,,,,,
6141,,,,,
6141.5,,,,,
6142,,,,,
6142.5,,,,,
6143,,,,,
6143.5,,,,,
6144,,,,,
6144.5,,,,,
6145,,,,,
6145.5,,,,,
6146,,,,,
6146.5,,,,,
6147,,,,,
6147.5,,,,,
6148,,,,,
6148.5,,,,,
6149,,,,,
6149.5,,,,,
6150,,,,,
6150.5,,,,,
6151,,,,,
6151.5,,,,,
6152,,,,,
6152.5,,,,,
6153,,,,,
6153.5,,,,,
6154,,,,,
6154.5,,,,,
6155,,,,,
6155.5,,,,,
6156,,,,,
6156.5,,,,,
6157,,,,,
6157.5,,,,,
6158,,,,,
6158.5,,,,,
6159,,,,,
6159.5,,,,,
6160,,,,,
6160.5,,,,,
6161,,,,,
6161.5,,,,,
6162,,,,,
6162.5,,,,,
6163,,,,,
6163.5,,,,,
6164,,,,,
6164.5,,,,,
6165,,,,,
6165.5,,,,,
6166,,,,,
6166.5,,,,,
6167,,,,,
6167.5,,,,,
6168,,,,,
6168.5,,,,,
6169,,,,,
6169.5,,,,,
6170,,,,,
6170.5,,,,,
6171,,,,,
6171.5,,,,,
6172,,,,,
6172.5,,,,,
6173,,,,,
6173.5,,,,,
6174,,,,,
6174.5,,,,,
6175,,,,,
6175.5,,,,,
6176,,,,,
6176.5,,,,,
6177,,,,,
6177.5,,,,,
6178,,,,,
6178.5,,,,,
6179,,,,,
6179.5,,,,,
6180,,,,,
6180.5,,,,,
6181,,,,,
6181.5,,,,,
6182,,,,,
6182.5,,,,,
6183,,,,,
6183.5,,,,,
6184,,,,,
6184.5,,,,,
6185,,,,,
6185.5,,,,,
6186,,,,,
6186.5,,,,,
6187,,,,,
6187.5,,,,,
6188,,,,,
6188.5,,,,,
6189,,,,,
6189.5,,,,,
6190,,,,,
6190.5,,,,,
6191,,,,,
6191.5,,,,,
6192,,,,,
6192.5,,,,,
6193,,,,,
6193.5,,,,,
6194,,,,,
6194.5,,,,,
6195,,,,,
6195.5,,,,,
6196,,,,,
6196.5,,,,,
6197,,,,,
6197.5,,,,,
6198,,,,,
6198.5,,,,,
6199,,,,,
6199.5,,,,,
6200,,,,,
6200.5,,,,,
6201,,,,,
6201.5,,,,,
6202,,,,,
6202.5,,,,,
6203,,,,,
6203.5,,,,,
6204,,,,,
6204.5,,,,,
6205,,,,,
6205.5,,,,,
6206,,,,,
6206.5,,,,,
6207,,,,,
6207.5,,,,,
6208,,,,,
6208.5,,,,,
6209,,,,,
6209.5,,,,,
6210,,,,,
6210.5,,,,,
6211,,,,,
6211.5,,,,,
6212,,,,,
6212.5,,,,,
6213,,,,,
6213.5,,,,,
6214,,,,,
6214.5,,,,,
6215,,,,,
6215.5,,,,,
6216,,,,,
6216.5,,,,,
6217,,,,,
6217.5,,,,,
6218,,,,,
6218.5,,,,,
6219,,,,,
6219.5,,,,,
6220,,,,,
6220.5,,,,,
6221,,,,,
6221.5,,,,,
6222,,,,,
6222.5,,,,,
6223,,,,,
6223.5,,,,,
6224,,,,,
6224.5,,,,,
6225,,,,,
6225.5,,,,,
6226,,,,,
6226.5,,,,,
6227,,,,,
6227.5,,,,,
6228,,,,,
6228.5,,,,,
6229,,,,,
6229.5,,,,,
6230,,,,,
6230.5,,,,,
6231,,,,,
6231.5,,,,,
6232,,,,,
6232.5,,,,,
6233,,,,,
6233.5,,,,,
6234,,,,,
6234.5,,,,,
6235,,,,,
6235.5,,,,,
6236,,,,,
6236.5,,,,,
6237,,,,,
6237.5,,,,,
6238,,,,,
6238.5,,,,,
6239,,,,,
6239.5,,,,,
6240,,,,,
6240.5,,,,,
6241,,,,,
6241.5,,,,,
6242,,,,,
6242.5,,,,,
6243,,,,,
6243.5,,,,,
6244,,,,,
6244.5,,,,,
6245,,,,,
6245.5,,,,,
6246,,,,,
6246.5,,,,,
6247,,,,,
6247.5,,,,,
6248,,,,,
6248.5,,,,,
6249,,,,,
6249.5,,,,,
6250,,,,,
6250.5,,,,,
6251,,,,,
6251.5,,,,,
6252,,,,,
6252.5,,,,,
6253,,,,,
6253.5,,,,,
6254,,,,,
6254.5,,,,,
6255,,,,,
6255.5,,,,,
6256,,,,,
6256.5,,,,,
6257,,,,,
6257.5,,,,,
6258,,,,,
6258.5,,,,,
6259,,,,,
6259.5,,,,,
6260,,,,,
6260.5,,,,,
6261,,,,,
6261.5,,,,,
6262,,,,,
6262.5,,,,,
6263,,,,,
6263.5,,,,,
6264,,,,,
6264.5,,,,,
6265,,,,,
6265.5,,,,,
6266,,,,,
6266.5,,,,,
6267,,,,,
6267.5,,,,,
6268,,,,,
6268.5,,,,,
6269,,,,,
6269.5,,,,,
6270,,,,,
6270.5,,,,,
6271,,,,,
6271.5,,,,,
6272,,,,,
6272.5,,,,,
6273,,,,,
6273.5,,,,,
6274,,,,,
6274.5,,,,,
6275,,,,,
6275.5,,,,,
6276,,,,,
6276.5,,,,,
6277,,,,,
6277.5,,,,,
6278,,,,,
6278.5,,,,,
6279,,,,,
6279.5,,,,,
6280,,,,,
6280.5,,,,,
6281,,,,,
6281.5,,,,,
6282,,,,,
6282.5,,,,,
6283,,,,,
6283.5,,,,,
6284,,,,,
6284.5,,,,,
6285,,,,,
6285.5,,,,,
6286,,,,,
6286.5,,,,,
6287,,,,,
6287.5,,,,,
6288,,,,,
6288.5,,,,,
6289,,,,,
6289.5,,,,,
6290,,,,,
6290.5,,,,,
6291,,,,,
6291.5,,,,,
6292,,,,,
6292.5,,,,,
6293,,,,,
6293.5,,,,,
6294,,,,,
6294.5,,,,,
6295,,,,,
6295.5,,,,,
6296,,,,,
6296.5,,,,,
6297,,,,,
6297.5,,,,,
6298,,,,,
6298.5,,,,,
6299,,,,,
6299.5,,,,,
6300,,,,,
6300.5,,,,,
6301,,,,,
6301.5,,,,,
6302,,,,,
6302.5,,,,,
6303,,,,,
6303.5,,,,,
6304,,,,,
6304.5,,,,,
6305,,,,,
6305.5,,,,,
6306,,,,,
6306.5,,,,,
6307,,,,,
6307.5,,,,,
6308,,,,,
6308.5,,,,,
6309,,,,,
6309.5,,,,,
6310,,,,,
6310.5,,,,,
6311,,,,,
6311.5,,,,,
6312,,,,,
6312.5,,,,,
6313,,,,,
6313.5,,,,,
6314,,,,,
6314.5,,,,,
6315,,,,,
6315.5,,,,,
6316,,,,,
6316.5,,,,,
6317,,,,,
6317.5,,,,,
6318,,,,,
6318.5,,,,,
6319,,,,,
6319.5,,,,,
6320,,,,,
6320.5,,,,,
6321,,,,,
6321.5,,,,,
6322,,,,,
6322.5,,,,,
6323,,,,,
6323.5,,,,,
6324,,,,,
6324.5,,,,,
6325,,,,,
6325.5,,,,,
6326,,,,,
6326.5,,,,,
6327,,,,,
6327.5,,,,,
6328,,,,,
6328.5,,,,,
6329,,,,,
6329.5,,,,,
6330,,,,,
6330.5,,,,,
6331,,,,,
6331.5,,,,,
6332,,,,,
6332.5,,,,,
6333,,,,,
6333.5,,,,,
6334,,,,,
6334.5,,,,,
6335,,,,,
6335.5,,,,,
6336,,,,,
6336.5,,,,,
6337,,,,,
6337.5,,,,,
6338,,,,,
6338.5,,,,,
6339,,,,,
6339.5,,,,,
6340,,,,,
6340.5,,,,,
6341,,,,,
6341.5,,,,,
6342,,,,,
6342.5,,,,,
6343,,,,,
6343.5,,,,,
6344,,,,,
6344.5,,,,,
6345,,,,,
6345.5,,,,,
6346,,,,,
6346.5,,,,,
6347,,,,,
6347.5,,,,,
6348,,,,,
6348.5,,,,,
6349,,,,,
6349.5,,,,,
6350,,,,,
6350.5,,,,,
6351,,,,,
6351.5,,,,,
6352,,,,,
6352.5,,,,,
6353,,,,,
6353.5,,,,,
6354,,,,,
6354.5,,,,,
6355,,,,,
6355.5,,,,,
6356,,,,,
6356.5,,,,,
6357,,,,,
6357.5,,,,,
6358,,,,,
6358.5,,,,,
6359,,,,,
6359.5,,,,,
6360,,,,,
6360.5,,,,,
6361,,,,,
6361.5,,,,,
6362,,,,,
6362.5,,,,,
6363,,,,,
6363.5,,,,,
6364,,,,,
6364.5,,,,,
6365,,,,,
6365.5,,,,,
6366,,,,,
6366.5,,,,,
6367,,,,,
6367.5,,,,,
6368,,,,,
6368.5,,,,,
6369,,,,,
6369.5,,,,,
6370,,,,,
6370.5,,,,,
6371,,,,,
6371.5,,,,,
6372,,,,,
6372.5,,,,,
6373,,,,,
6373.5,,,,,
6374,,,,,
6374.5,,,,,
6375,,,,,
6375.5,,,,,
6376,,,,,
6376.5,,,,,
6377,,,,,
6377.5,,,,,
6378,,,,,
6378.5,,,,,
6379,,,,,
6379.5,,,,,
6380,,,,,
6380.5,,,,,
6381,,,,,
6381.5,,,,,
6382,,,,,
6382.5,,,,,
6383,,,,,
6383.5,,,,,
6384,,,,,
6384.5,,,,,
6385,,,,,
6385.5,,,,,
6386,,,,,
6386.5,,,,,
6387,,,,,
6387.5,,,,,
6388,,,,,
6388.5,,,,,
6389,,,,,
6389.5,,,,,
6390,,,,,
6390.5,,,,,
6391,,,,,
6391.5,,,,,
6392,,,,,
6392.5,,,,,
6393,,,,,
6393.5,,,,,
6394,,,,,
6394.5,,,,,
6395,,,,,
6395.5,,,,,
6396,,,,,
6396.5,,,,,
6397,,,,,
6397.5,,,,,
6398,,,,,
6398.5,,,,,
6399,,,,,
6399.5,,,,,
6400,,,,,
6400.5,,,,,
6401,,,,,
6401.5,,,,,
6402,,,,,
6402.5,,,,,
6403,,,,,
6403.5,,,,,
6404,,,,,
6404.5,,,,,
6405,,,,,
6405.5,,,,,
6406,,,,,
6406.5,,,,,
6407,,,,,
6407.5,,,,,
6408,,,,,
6408.5,,,,,
6409,,,,,
6409.5,,,,,
6410,,,,,
6410.5,,,,,
6411,,,,,
6411.5,,,,,
6412,,,,,
6412.5,,,,,
6413,,,,,
6413.5,,,,,
6414,,,,,
6414.5,,,,,
6415,,,,,
6415.5,,,,,
6416,,,,,
6416.5,,,,,
6417,,,,,
6417.5,,,,,
6418,,,,,
6418.5,,,,,
6419,,,,,
6419.5,,,,,
6420,,,,,
6420.5,,,,,
6421,,,,,
6421.5,,,,,
6422,,,,,
6422.5,,,,,
6423,,,,,
6423.5,,,,,
6424,,,,,
6424.5,,,,,
6425,,,,,
6425.5,,,,,
6426,,,,,
6426.5,,,,,
6427,,,,,
6427.5,,,,,
6428,,,,,
6428.5,,,,,
6429,,,,,
6429.5,,,,,
6430,,,,,
6430.5,,,,,
6431,,,,,
6431.5,,,,,
6432,,,,,
6432.5,,,,,
6433,,,,,
6433.5,,,,,
6434,,,,,
6434.5,,,,,
6435,,,,,
6435.5,,,,,
6436,,,,,
6436.5,,,,,
6437,,,,,
6437.5,,,,,
6438,,,,,
6438.5,,,,,
6439,,,,,
6439.5,,,,,
6440,,,,,
6440.5,,,,,
6441,,,,,
6441.5,,,,,
6442,,,,,
6442.5,,,,,
6443,,,,,
6443.5,,,,,
6444,,,,,
6444.5,,,,,
6445,,,,,
6445.5,,,,,
6446,,,,,
6446.5,,,,,
6447,,,,,
6447.5,,,,,
6448,,,,,
6448.5,,,,,
6449,,,,,
6449.5,,,,,
6450,,,,,
6450.5,,,,,
6451,,,,,
6451.5,,,,,
6452,,,,,
6452.5,,,,,
6453,,,,,
6453.5,,,,,
6454,,,,,
6454.5,,,,,
6455,,,,,
6455.5,,,,,
6456,,,,,
6456.5,,,,,
6457,,,,,
6457.5,,,,,
6458,,,,,
6458.5,,,,,
6459,,,,,
6459.5,,,,,
6460,,,,,
6460.5,,,,,
6461,,,,,
6461.5,,,,,
6462,,,,,
6462.5,,,,,
6463,,,,,
6463.5,,,,,
6464,,,,,
6464.5,,,,,
6465,,,,,
6465.5,,,,,
6466,,,,,
6466.5,,,,,
6467,,,,,
6467.5,,,,,
6468,,,,,
6468.5,,,,,
6469,,,,,
6469.5,,,,,
6470,,,,,
6470.5,,,,,
6471,,,,,
6471.5,,,,,
6472,,,,,
6472.5,,,,,
6473,,,,,
6473.5,,,,,
6474,,,,,
6474.5,,,,,
6475,,,,,
6475.5,,,,,
6476,,,,,
6476.5,,,,,
6477,,,,,
6477.5,,,,,
6478,,,,,
6478.5,,,,,
6479,,,,,
6479.5,,,,,
6480,,,,,
6480.5,,,,,
6481,,,,,
6481.5,,,,,
6482,,,,,
6482.5,,,,,
6483,,,,,
6483.5,,,,,
6484,,,,,
6484.5,,,,,
6485,,,,,
6485.5,,,,,
6486,,,,,
6486.5,,,,,
6487,,,,,
6487.5,,,,,
6488,,,,,
6488.5,,,,,
6489,,,,,
6489.5,,,,,
6490,,,,,
6490.5,,,,,
6491,,,,,
6491.5,,,,,
6492,,,,,
6492.5,,,,,
6493,,,,,
6493.5,,,,,
6494,,,,,
6494.5,,,,,
6495,,,,,
6495.5,,,,,
6496,,,,,
6496.5,,,,,
6497,,,,,
6497.5,,,,,
6498,,,,,
6498.5,,,,,
6499,,,,,
6499.5,,,,,
6500,,,,,
6500.5,,,,,
6501,,,,,
6501.5,,,,,
6502,,,,,
6502.5,,,,,
6503,,,,,
6503.5,,,,,
6504,,,,,
6504.5,,,,,
6505,,,,,
6505.5,,,,,
6506,,,,,
6506.5,,,,,
6507,,,,,
6507.5,,,,,
6508,,,,,
6508.5,,,,,
6509,,,,,
6509.5,,,,,
6510,,,,,
6510.5,,,,,
6511,,,,,
6511.5,,,,,
6512,,,,,
6512.5,,,,,
6513,,,,,
6513.5,,,,,
6514,,,,,
6514.5,,,,,
6515,,,,,
6515.5,,,,,
6516,,,,,
6516.5,,,,,
6517,,,,,
6517.5,,,,,
6518,,,,,
6518.5,,,,,
6519,,,,,
6519.5,,,,,
6520,,,,,
6520.5,,,,,
6521,,,,,
6521.5,,,,,
6522,,,,,
6522.5,,,,,
6523,,,,,
6523.5,,,,,
6524,,,,,
6524.5,,,,,
6525,,,,,
6525.5,,,,,
6526,,,,,
6526.5,,,,,
6527,,,,,
6527.5,,,,,
6528,,,,,
6528.5,,,,,
6529,,,,,
6529.5,,,,,
6530,,,,,
6530.5,,,,,
6531,,,,,
6531.5,,,,,
6532,,,,,
6532.5,,,,,
6533,,,,,
6533.5,,,,,
6534,,,,,
6534.5,,,,,
6535,,,,,
6535.5,,,,,
6536,,,,,
6536.5,,,,,
6537,,,,,
6537.5,,,,,
6538,,,,,
6538.5,,,,,
6539,,,,,
6539.5,,,,,
6540,,,,,
6540.5,,,,,
6541,,,,,
6541.5,,,,,
6542,,,,,
6542.5,,,,,
6543,,,,,
6543.5,,,,,
6544,,,,,
6544.5,,,,,
6545,,,,,
6545.5,,,,,
6546,,,,,
6546.5,,,,,
6547,,,,,
6547.5,,,,,
6548,,,,,
6548.5,,,,,
6549,,,,,
6549.5,,,,,
6550,,,,,
6550.5,,,,,
6551,,,,,
6551.5,,,,,
6552,,,,,
6552.5,,,,,
6553,,,,,
6553.5,,,,,
6554,,,,,
6554.5,,,,,
6555,,,,,
6555.5,,,,,
6556,,,,,
6556.5,,,,,
6557,,,,,
6557.5,,,,,
6558,,,,,
6558.5,,,,,
6559,,,,,
6559.5,,,,,
6560,,,,,
6560.5,,,,,
6561,,,,,
6561.5,,,,,
6562,,,,,
6562.5,,,,,
6563,,,,,
6563.5,,,,,
6564,,,,,
6564.5,,,,,
6565,,,,,
6565.5,,,,,
6566,,,,,
6566.5,,,,,
6567,,,,,
6567.5,,,,,
6568,,,,,
6568.5,,,,,
6569,,,,,
6569.5,,,,,
6570,,,,,
6570.5,,,,,
6571,,,,,
6571.5,,,,,
6572,,,,,
6572.5,,,,,
6573,,,,,
6573.5,,,,,
6574,,,,,
6574.5,,,,,
6575,,,,,
6575.5,,,,,
6576,,,,,
6576.5,,,,,
6577,,,,,
6577.5,,,,,
6578,,,,,
6578.5,,,,,
6579,,,,,
6579.5,,,,,
6580,,,,,
6580.5,,,,,
6581,,,,,
6581.5,,,,,
6582,,,,,
6582.5,,,,,
6583,,,,,
6583.5,,,,,
6584,,,,,
6584.5,,,,,
6585,,,,,
6585.5,,,,,
6586,,,,,
6586.5,,,,,
6587,,,,,
6587.5,,,,,
6588,,,,,
6588.5,,,,,
6589,,,,,
6589.5,,,,,
6590,,,,,
6590.5,,,,,
6591,,,,,
6591.5,,,,,
6592,,,,,
6592.5,,,,,
6593,,,,,
6593.5,,,,,
6594,,,,,
6594.5,,,,,
6595,,,,,
6595.5,,,,,
6596,,,,,
6596.5,,,,,
6597,,,,,
6597.5,,,,,
6598,,,,,
6598.5,,,,,
6599,,,,,
6599.5,,,,,
6600,,,,,
6600.5,,,,,
6601,,,,,
6601.5,,,,,
6602,,,,,
6602.5,,,,,
6603,,,,,
